Borough code,Borough name,Ward Code,Ward name,Population,Density,65+_age,Deprivation,HR_buildings,Heritage,local_concerns,Student,crime,Over_crowding,No_central_heat,older_alone,Disability,Smokers,Fire_casualties,1st_pump_attendance,one_pump_attendance_adjust,2nd_pump_attendance,two_pump_attendance_adjust,3rd_pump_attendance,three_pump_attendance_adjust,HFSV,FSR_Inspection,Visual_audit
E09000002,Barking and Dagenham,E05000026,Abbey,15050,11731,704,66,13,8,30,2700,2352,253,185,209,405,1999,0,5:28,328,6:07,367,7:27,447,225,36,113
E09000002,Barking and Dagenham,E05000027,Alibon,11250,8245,1028,63,0,0,5,2650,883,74,92,402,625,1498,2,5:37,337,6:44,404,8:15,495,67,1,39
E09000002,Barking and Dagenham,E05000028,Becontree,15050,11684,1216,64,7,0,11,3150,1326,98,136,426,595,1884,2,6:24,384,6:56,416,9:00,540,103,18,37
E09000002,Barking and Dagenham,E05000029,Chadwell Heath,11000,3250,1556,67,2,10,11,2300,890,39,107,584,520,1421,2,6:43,403,7:39,459,6:36,396,199,15,42
E09000002,Barking and Dagenham,E05000030,Eastbrook,11050,3202,1512,64,2,6,15,2150,805,35,79,484,475,1542,5,5:02,302,5:43,343,9:03,543,156,11,44
E09000002,Barking and Dagenham,E05000031,Eastbury,12300,8546,1150,68,4,5,16,2600,1133,112,140,414,515,1697,0,5:19,319,6:41,401,6:49,409,85,8,53
E09000002,Barking and Dagenham,E05000032,Gascoigne,14600,12821,760,77,16,2,26,3750,1111,175,132,347,465,1621,1,4:37,277,5:39,339,7:41,461,136,20,122
E09000002,Barking and Dagenham,E05000033,Goresbrook,12450,9743,1290,66,0,0,5,3050,935,77,132,427,625,1629,2,6:38,398,7:12,432,11:14,674,93,10,28
E09000002,Barking and Dagenham,E05000034,Heath,11950,5971,1421,88,5,2,12,2700,1004,68,96,626,605,1527,8,4:00,240,5:34,334,8:38,518,253,11,44
E09000002,Barking and Dagenham,E05000035,Longbridge,12250,7446,1377,40,1,1,10,2400,740,123,71,441,395,1671,1,6:00,360,7:06,426,7:57,477,95,6,50
E09000002,Barking and Dagenham,E05000036,Mayesbrook,11350,6114,997,69,0,0,8,2800,835,98,100,473,590,1438,0,6:03,363,6:41,401,9:40,580,109,5,34
E09000002,Barking and Dagenham,E05000037,Parsloes,10500,8442,1099,59,0,0,3,2350,635,55,102,455,605,1409,1,5:41,341,6:28,388,8:19,499,92,6,21
E09000002,Barking and Dagenham,E05000038,River,11950,3372,1187,65,0,1,5,2800,1165,92,145,346,540,1557,2,6:17,377,7:05,425,8:19,499,69,8,21
E09000002,Barking and Dagenham,E05000039,Thames,14550,1844,767,70,4,0,45,3450,1759,109,91,295,515,1793,0,5:41,341,6:48,408,10:24,624,158,36,91
E09000002,Barking and Dagenham,E05000040,Valence,11600,8973,1166,64,1,3,9,2700,837,58,107,514,685,1499,3,5:11,311,6:17,377,6:53,413,184,8,34
E09000002,Barking and Dagenham,E05000041,Village,11400,5308,1309,73,5,5,7,2200,1064,63,174,468,550,1539,4,5:47,347,7:08,428,9:10,550,238,4,34
E09000002,Barking and Dagenham,E05000042,Whalebone,12100,7786,1322,48,1,5,9,2450,876,72,143,436,385,1547,0,5:06,306,6:02,362,11:11,671,85,30,40
E09000003,Barnet,E05000043,Brunswick Park,16850,5307,2848,60,0,8,9,3100,963,49,90,616,585,1986,0,5:32,332,7:59,479,7:59,479,67,3,41
E09000003,Barnet,E05000044,Burnt Oak,20050,9699,1982,58,2,3,10,4150,1429,234,151,574,890,2521,3,5:58,358,7:21,441,10:29,629,150,17,60
E09000003,Barnet,E05000045,Childs Hill,22100,7145,2885,54,10,14,16,3750,1921,182,228,662,565,2643,1,5:51,351,6:50,410,8:29,509,258,32,42
E09000003,Barnet,E05000046,Colindale,25800,9787,1971,75,31,9,46,3800,1626,213,212,427,690,2891,6,5:41,341,6:57,417,7:54,474,95,48,37
E09000003,Barnet,E05000047,Coppetts,17900,6579,2120,51,1,8,7,3000,1505,122,149,524,625,2303,2,6:29,389,7:01,421,7:42,462,127,7,38
E09000003,Barnet,E05000048,East Barnet,16950,4521,2706,44,1,6,8,3050,929,50,173,712,545,2008,1,5:11,311,7:28,448,11:37,697,103,5,42
E09000003,Barnet,E05000049,East Finchley,17200,6853,2310,54,3,14,22,2750,889,93,144,854,575,2037,0,4:53,293,5:55,355,7:23,443,394,10,81
E09000003,Barnet,E05000050,Edgware,20050,3608,2864,59,6,6,12,4100,1545,96,112,638,590,1969,0,6:21,381,8:12,492,7:24,444,80,17,45
E09000003,Barnet,E05000051,Finchley Church End,16800,6164,3074,26,7,28,9,2650,795,88,133,823,330,1848,1,5:25,325,5:50,350,7:09,429,141,9,68
E09000003,Barnet,E05000052,Garden Suburb,16750,3543,3228,27,4,293,15,2900,1011,59,122,790,205,1734,0,6:48,408,7:40,460,9:14,554,53,12,34
E09000003,Barnet,E05000053,Golders Green,20650,6946,2580,68,4,1,17,4950,1384,163,90,700,685,2265,20,6:32,392,7:03,423,8:37,517,244,13,85
E09000003,Barnet,E05000054,Hale,18400,3393,2559,47,0,8,5,3850,998,109,82,609,620,2128,1,5:43,343,7:56,476,9:35,575,122,6,49
E09000003,Barnet,E05000055,Hendon,19900,7010,2421,48,5,30,16,3350,1278,176,196,692,485,2363,2,4:23,263,5:21,321,8:11,491,191,15,99
E09000003,Barnet,E05000056,High Barnet,15800,1902,3001,32,0,83,18,2400,1128,40,119,887,450,1866,1,5:23,323,9:29,569,12:57,777,145,7,59
E09000003,Barnet,E05000057,Mill Hill,20700,2205,2878,46,1,52,17,4250,1473,91,99,747,530,2219,2,5:47,347,7:52,472,9:22,562,77,11,46
E09000003,Barnet,E05000058,Oakleigh,16600,5002,3003,31,4,8,6,2800,872,49,127,680,435,1909,0,5:33,333,8:10,490,8:50,530,100,6,58
E09000003,Barnet,E05000059,Totteridge,16300,1858,2875,32,1,43,6,2900,722,33,76,696,330,1699,4,6:33,393,7:26,446,8:27,507,115,5,28
E09000003,Barnet,E05000060,Underhill,16500,3626,2969,64,0,13,9,2750,1066,77,129,879,670,1995,3,5:51,351,9:51,591,7:38,458,146,9,61
E09000003,Barnet,E05000061,West Finchley,17600,8135,2265,28,4,4,22,2500,1126,104,175,626,445,2127,2,5:20,320,6:27,387,9:05,545,165,17,89
E09000003,Barnet,E05000062,West Hendon,19950,5819,2185,75,3,8,9,3000,2011,213,151,552,670,2411,9,5:43,343,6:59,419,9:17,557,231,13,96
E09000003,Barnet,E05000063,Woodhouse,18650,7115,2555,53,1,7,15,3200,1562,104,194,719,650,2312,1,5:41,341,6:41,401,7:32,452,141,10,94
E09000004,Bexley,E05000064,Barnehurst,11100,3858,2095,40,0,4,7,1850,551,17,111,649,425,1049,1,4:10,250,7:02,422,9:41,581,76,5,37
E09000004,Bexley,E05000065,Belvedere,13550,4267,1729,51,1,1,11,2600,1093,65,164,585,590,1328,1,5:16,316,8:00,480,13:20,800,134,8,56
E09000004,Bexley,E05000066,Blackfen and Lamorbey,11050,6556,2012,21,0,0,4,1900,334,12,107,546,310,1049,1,6:13,373,9:00,540,12:41,761,49,1,15
E09000004,Bexley,E05000067,Blendon and Penhill,11100,5291,2174,24,0,2,4,1850,495,18,83,563,290,1065,1,6:36,396,8:52,532,7:48,468,32,2,15
E09000004,Bexley,E05000068,Brampton,10900,5540,2664,31,0,0,2,1800,389,14,61,608,380,1019,2,4:39,279,7:23,443,8:33,513,39,1,19
E09000004,Bexley,E05000069,Christchurch,11700,4585,2183,29,0,11,1,1750,1350,19,107,634,415,1110,1,4:43,283,8:12,492,10:11,611,71,10,33
E09000004,Bexley,E05000070,Colyers,10900,6630,1803,51,0,1,2,2200,509,23,104,470,575,1086,1,5:14,314,7:00,420,11:02,662,94,3,20
E09000004,Bexley,E05000071,Crayford,13400,3373,1890,60,0,15,11,2600,1008,26,165,683,640,1317,0,6:48,408,9:01,541,11:16,676,89,16,100
E09000004,Bexley,E05000072,Cray Meadows,12050,1676,1904,56,0,20,10,2350,729,17,140,685,600,1111,1,5:58,358,6:38,398,9:05,545,222,2,86
E09000004,Bexley,E05000073,Danson Park,11400,4202,2067,43,0,5,6,1900,676,17,112,610,380,1121,2,6:26,386,8:14,494,7:37,457,40,7,31
E09000004,Bexley,E05000074,East Wickham,11300,5200,2183,41,0,1,4,1900,495,24,114,584,485,1129,1,6:43,403,7:17,437,7:15,435,49,0,14
E09000004,Bexley,E05000075,Erith,13550,2851,1599,45,5,7,23,2650,1411,56,171,539,555,1255,3,4:51,291,6:47,407,10:14,614,108,19,79
E09000004,Bexley,E05000076,Falconwood and Welling,11050,6616,1869,22,0,0,1,1750,574,15,97,526,305,1140,0,7:07,427,8:03,483,7:49,469,30,0,11
E09000004,Bexley,E05000077,Lesnes Abbey,12000,5063,1922,62,6,1,8,2250,640,43,97,524,500,1128,0,5:26,326,7:13,433,10:43,643,57,2,24
E09000004,Bexley,E05000078,Longlands,10900,4197,2279,38,1,5,9,1450,430,18,125,751,350,976,0,3:40,220,5:20,320,8:49,529,334,2,64
E09000004,Bexley,E05000079,North End,12500,2201,1168,65,6,3,31,2700,1029,49,146,464,745,1278,9,6:45,405,8:52,532,11:53,713,145,5,72
E09000004,Bexley,E05000080,Northumberland Heath,10900,6219,1802,44,3,0,6,1950,546,25,106,469,475,1111,0,5:09,309,6:02,362,12:50,770,37,1,22
E09000004,Bexley,E05000081,St. Mary's,11500,2597,2243,29,0,22,1,1950,482,8,69,624,290,985,0,6:25,385,8:50,530,9:41,581,39,4,28
E09000004,Bexley,E05000082,St. Michael's,11500,7941,1799,30,0,2,0,2300,410,24,117,426,410,1134,1,6:14,374,6:38,398,7:16,436,42,0,10
E09000004,Bexley,E05000083,Sidcup,11950,4420,2350,21,2,12,9,1750,689,24,93,754,325,1069,1,4:21,261,5:28,328,9:52,592,90,12,84
E09000004,Bexley,E05000084,Thamesmead East,12950,2679,884,65,15,3,25,2850,710,90,78,298,515,1285,1,7:19,439,8:10,490,9:15,555,77,5,43
E09000005,Brent,E05000085,Alperton,16750,8137,1703,44,6,0,22,2600,998,362,110,271,385,1620,1,6:10,370,7:13,433,8:49,529,66,23,39
E09000005,Brent,E05000086,Barnhill,16550,5555,2053,65,3,2,4,2800,1249,233,85,539,690,1469,0,7:14,434,8:04,484,8:50,530,186,19,54
E09000005,Brent,E05000087,Brondesbury Park,13500,7806,1631,51,4,1,8,2050,1307,105,83,593,485,1223,2,4:35,275,6:16,376,6:54,414,113,21,49
E09000005,Brent,E05000088,Dollis Hill,14750,6414,1796,55,2,3,15,3600,1307,161,72,355,555,1230,0,7:26,446,8:24,504,9:59,599,63,8,41
E09000005,Brent,E05000089,Dudden Hill,15900,9456,1778,73,0,3,10,2850,1660,220,134,366,555,1524,2,5:32,332,7:27,447,8:57,537,80,10,65
E09000005,Brent,E05000090,Fryent,14050,5283,2057,42,2,5,7,2600,956,169,79,438,415,1265,3,7:01,421,8:02,482,8:06,486,78,22,38
E09000005,Brent,E05000091,Harlesden,17050,15309,1604,85,0,3,2,3000,2096,290,168,461,765,1737,2,5:05,305,6:33,393,7:56,476,176,13,69
E09000005,Brent,E05000092,Kensal Green,15350,13705,1503,68,0,4,5,2500,1397,171,211,396,490,1499,3,4:47,287,6:00,360,7:06,426,75,12,43
E09000005,Brent,E05000093,Kenton,12350,5506,2575,36,0,0,4,1750,639,118,42,426,360,1020,2,6:45,405,7:59,479,8:29,509,77,5,23
E09000005,Brent,E05000094,Kilburn,18400,19492,1865,78,20,15,15,2900,1640,226,269,592,700,1627,0,6:08,368,6:25,385,6:42,402,181,66,36
E09000005,Brent,E05000095,Mapesbury,16250,11662,1645,58,8,2,16,2300,1383,209,171,414,500,1630,4,5:15,315,5:50,350,7:14,434,98,24,28
E09000005,Brent,E05000096,Northwick Park,12750,4758,2040,39,0,5,4,1800,844,107,43,299,305,1226,1,6:46,406,7:48,468,7:37,457,34,11,23
E09000005,Brent,E05000097,Preston,16200,6783,2250,50,2,2,10,2650,976,241,95,479,540,1458,0,6:37,397,7:41,461,8:39,519,80,10,31
E09000005,Brent,E05000098,Queens Park,15950,10736,1414,42,2,5,9,2350,1313,153,198,380,460,1387,0,4:45,285,5:44,344,6:47,407,64,15,22
E09000005,Brent,E05000099,Queensbury,17750,8653,2235,38,0,4,11,3150,1302,160,81,348,470,1459,2,6:03,363,7:00,420,10:47,647,43,19,29
E09000005,Brent,E05000100,Stonebridge,18900,4666,1606,90,7,3,37,4800,2505,234,129,510,965,1629,1,5:37,337,7:27,447,7:57,477,337,35,128
E09000005,Brent,E05000101,Sudbury,15850,7460,1777,43,2,5,6,2800,843,307,110,425,500,1470,0,5:09,309,6:48,408,8:03,483,71,5,39
E09000005,Brent,E05000102,Tokyngton,16900,6125,1985,39,8,2,30,2650,1952,289,79,374,485,1644,3,6:28,388,7:09,429,8:57,537,119,51,44
E09000005,Brent,E05000103,Welsh Harp,14200,6123,1805,64,0,15,2,2700,1128,216,109,463,520,1363,3,6:38,398,8:21,501,10:35,635,86,7,66
E09000005,Brent,E05000104,Wembley Central,16550,10317,1815,48,8,3,11,2500,2002,427,117,232,480,1715,3,4:16,256,6:15,375,9:36,576,82,43,54
E09000005,Brent,E05000105,Willesden Green,16750,10820,1454,85,3,10,20,2750,1804,253,231,447,635,1743,4,3:56,236,7:06,426,7:35,455,149,24,95
E09000006,Bromley,E05000106,Bickley,16150,3317,3216,17,1,17,1,3050,651,14,75,776,390,1553,0,5:45,345,6:22,382,9:14,554,154,14,40
E09000006,Bromley,E05000107,Biggin Hill,10700,1292,1995,19,0,13,14,2000,518,11,19,436,300,1104,0,6:23,383,11:02,662,11:11,671,211,1,89
E09000006,Bromley,E05000108,Bromley Common and Keston,17800,2142,2858,78,2,20,8,3350,1056,23,120,826,645,1811,1,7:06,426,7:59,479,9:35,575,204,3,66
E09000006,Bromley,E05000109,Bromley Town,19050,5126,2533,41,9,36,14,3100,2904,31,184,910,455,2032,0,4:16,256,5:10,310,9:29,569,283,33,97
E09000006,Bromley,E05000110,Chelsfield and Pratts Bottom,15200,1210,2981,21,0,40,10,2700,558,12,94,787,390,1522,1,6:20,380,8:39,519,14:44,884,91,6,39
E09000006,Bromley,E05000111,Chislehurst,16700,1599,3435,43,5,60,5,3000,1080,14,90,900,340,1612,0,6:46,406,7:50,470,10:00,600,99,14,54
E09000006,Bromley,E05000112,Clock House,16700,7368,2153,34,3,1,9,2650,766,33,221,806,480,1830,1,4:27,267,8:01,481,9:28,568,95,11,30
E09000006,Bromley,E05000113,Copers Cope,16600,5050,2952,47,6,16,8,1550,1301,21,211,1079,395,1876,0,4:58,298,6:29,389,7:40,460,78,15,32
E09000006,Bromley,E05000114,Cray Valley East,16500,1243,2705,76,0,34,16,3100,1862,41,175,880,845,1917,3,6:45,405,8:06,486,12:11,731,414,10,153
E09000006,Bromley,E05000115,Cray Valley West,17400,4418,2603,68,8,1,11,3600,1471,42,133,859,1065,2003,0,6:18,378,6:53,413,9:06,546,281,9,227
E09000006,Bromley,E05000116,Crystal Palace,13450,5870,1082,74,2,16,5,1800,1046,63,151,422,620,1681,1,6:13,373,7:09,429,7:42,462,66,21,39
E09000006,Bromley,E05000117,Darwin,5550,191,1227,31,0,56,14,1050,245,5,44,273,165,552,0,7:31,451,11:33,693,14:50,890,63,2,79
E09000006,Bromley,E05000118,Farnborough and Crofton,15100,2155,3750,47,0,14,3,2650,662,20,78,1075,370,1526,5,7:02,422,7:58,478,11:03,663,121,10,68
E09000006,Bromley,E05000119,Hayes and Coney Hall,16600,1534,3207,18,0,21,5,3100,652,11,86,859,385,1659,0,7:03,423,7:32,452,8:40,520,109,4,73
E09000006,Bromley,E05000120,Kelsey and Eden Park,16700,3212,3145,39,0,11,13,3150,1233,18,111,945,470,1734,5,5:22,322,6:55,415,9:39,579,138,12,38
E09000006,Bromley,E05000121,Mottingham and Chislehurst North,10600,4341,1459,83,0,5,1,2050,973,19,75,519,595,1258,0,6:56,416,8:00,480,6:55,415,92,1,20
E09000006,Bromley,E05000122,Orpington,15600,3665,3542,64,3,11,13,2450,1351,30,131,910,610,1723,0,4:12,252,6:22,382,11:00,660,213,14,110
E09000006,Bromley,E05000123,Penge and Cator,18200,6149,1998,76,2,10,18,2950,1728,96,275,640,770,2182,4,5:25,325,8:12,492,7:56,476,191,23,41
E09000006,Bromley,E05000124,Petts Wood and Knoll,14350,3336,3146,19,0,3,4,2250,708,13,71,722,275,1382,0,7:23,443,8:00,480,9:01,541,43,3,40
E09000006,Bromley,E05000125,Plaistow and Sundridge,16300,4074,2424,50,1,10,4,2750,1037,36,133,762,625,1723,0,5:20,320,6:16,376,8:10,490,133,10,56
E09000006,Bromley,E05000126,Shortlands,10350,4213,2182,16,1,4,3,1800,290,8,71,615,195,1008,2,5:29,329,6:33,393,10:14,614,87,6,29
E09000006,Bromley,E05000127,West Wickham,15300,3469,3226,18,0,7,7,2750,521,14,66,855,355,1543,0,6:11,371,7:20,440,8:55,535,79,5,46
E09000007,Camden,E05000128,Belsize,14350,18384,1982,41,9,38,15,2350,1137,70,254,718,350,1305,0,5:46,346,6:06,366,7:40,460,210,37,36
E09000007,Camden,E05000129,Bloomsbury,12050,11803,1445,56,64,207,22,1100,4913,131,228,606,300,1202,1,4:33,273,6:07,367,6:36,396,111,99,40
E09000007,Camden,E05000130,Camden Town with Primrose Hill,13850,11877,1809,72,14,120,19,1700,4382,84,228,616,615,1334,1,5:20,320,6:12,372,6:49,409,217,47,55
E09000007,Camden,E05000131,Cantelowes,13550,17845,1284,73,6,16,13,2100,1290,121,152,473,675,1317,1,4:50,290,5:50,350,6:42,402,122,18,49
E09000007,Camden,E05000132,Fortune Green,13450,13363,1573,57,2,26,7,1850,903,77,185,422,475,1264,0,4:03,243,4:48,288,7:44,464,103,13,39
E09000007,Camden,E05000133,Frognal and Fitzjohns,13550,8855,1764,27,20,145,10,2350,679,38,126,525,175,1146,2,5:07,307,6:01,361,10:27,627,56,20,43
E09000007,Camden,E05000134,Gospel Oak,12600,18200,1672,86,7,15,13,2400,925,79,148,516,645,1245,1,5:02,302,6:04,364,7:59,479,265,21,31
E09000007,Camden,E05000135,Hampstead Town,12350,5042,2229,26,19,380,16,2050,1198,38,123,652,230,1046,1,5:37,337,6:10,370,7:06,426,100,24,32
E09000007,Camden,E05000136,Haverstock,14050,19200,1618,69,15,22,12,2600,1694,128,113,623,785,1400,2,5:01,301,6:01,361,7:57,477,339,20,39
E09000007,Camden,E05000137,Highgate,12000,3705,2241,55,8,214,13,1950,1215,37,119,566,520,1077,1,5:02,302,6:18,378,8:44,524,216,23,42
E09000007,Camden,E05000138,Holborn and Covent Garden,14650,12260,1686,70,159,359,31,1700,5602,178,318,623,610,1564,6,5:03,303,5:44,344,6:35,395,664,117,77
E09000007,Camden,E05000139,Kentish Town,15000,14578,1668,60,6,44,16,2100,1597,91,155,493,635,1508,0,3:40,220,4:30,270,7:38,458,241,29,80
E09000007,Camden,E05000140,Kilburn,13700,19995,1668,66,10,12,17,2150,1650,131,218,723,690,1397,3,5:22,322,6:03,363,7:17,437,435,22,53
E09000007,Camden,E05000141,King's Cross,12850,21019,1090,70,36,146,15,1900,2470,152,277,421,465,1226,0,5:02,302,6:26,386,8:15,495,183,46,24
E09000007,Camden,E05000142,Regent's Park,15350,11374,1371,65,48,136,13,2200,2389,238,205,569,675,1456,2,4:46,286,6:36,396,6:51,411,374,33,64
E09000007,Camden,E05000143,St. Pancras and Somers Town,17650,12617,1459,76,34,52,27,2950,2719,191,111,535,1020,1724,3,4:50,290,6:57,417,6:53,413,417,57,54
E09000007,Camden,E05000144,Swiss Cottage,14800,11777,1833,43,32,10,19,2050,1293,63,181,563,390,1341,1,5:36,336,6:14,374,7:45,465,95,14,34
E09000007,Camden,E05000145,West Hampstead,13700,15440,1348,55,7,5,14,1450,1297,74,265,469,470,1405,2,3:47,227,5:10,310,7:37,457,88,19,28
E09000008,Croydon,E05000146,Addiscombe,17650,11114,1936,50,9,7,12,2500,994,101,334,725,650,1839,5,5:25,325,6:05,365,6:28,388,121,19,34
E09000008,Croydon,E05000147,Ashburton,14550,5366,2326,62,2,1,7,2750,894,51,98,588,675,1517,3,4:11,251,7:20,440,8:28,508,122,10,54
E09000008,Croydon,E05000148,Bensham Manor,17000,11794,1691,57,1,2,5,3400,1090,171,209,472,625,1734,5,5:02,302,6:07,367,8:22,502,222,9,52
E09000008,Croydon,E05000149,Broad Green,21200,7964,1538,88,5,0,14,4450,3365,233,214,460,850,2241,2,5:05,305,5:43,343,8:16,496,129,28,102
E09000008,Croydon,E05000150,Coulsdon East,12500,1614,2795,54,0,15,2,2100,510,14,59,736,420,1196,1,6:57,417,11:14,674,,0,156,7,43
E09000008,Croydon,E05000151,Coulsdon West,15000,3005,2643,36,0,3,6,2750,657,24,65,466,390,1321,1,5:08,308,8:16,496,,0,75,13,57
E09000008,Croydon,E05000152,Croham,16950,4806,2132,40,0,5,4,2700,910,57,244,570,490,1670,0,5:13,313,5:55,355,8:06,486,70,19,26
E09000008,Croydon,E05000153,Fairfield,22200,5885,2274,62,35,40,33,3100,4250,91,294,849,600,1931,4,4:36,276,5:45,345,7:49,469,161,73,133
E09000008,Croydon,E05000154,Fieldway,11650,7837,1208,70,4,0,11,3200,727,76,87,371,770,1195,2,3:47,227,4:43,283,9:14,554,401,13,115
E09000008,Croydon,E05000155,Heathfield,13300,1526,2563,67,0,16,5,2150,984,40,87,639,480,1348,0,5:17,317,6:26,386,10:29,629,99,15,85
E09000008,Croydon,E05000156,Kenley,15450,2393,2641,31,5,6,4,2800,509,32,116,545,495,1503,2,6:17,377,9:42,582,,0,125,16,57
E09000008,Croydon,E05000157,New Addington,10850,4489,1451,87,3,2,16,2350,792,41,96,456,710,1205,0,5:19,319,6:09,369,10:05,605,335,10,94
E09000008,Croydon,E05000158,Norbury,17850,7088,2528,49,3,7,19,3350,1166,107,185,601,580,1803,2,3:02,182,4:30,270,7:19,439,99,15,107
E09000008,Croydon,E05000159,Purley,15800,3784,2588,37,2,8,13,2750,943,33,104,591,520,1441,2,5:05,305,7:28,448,10:16,616,127,10,80
E09000008,Croydon,E05000160,Sanderstead,13000,2049,2795,30,0,5,1,2300,447,27,72,634,375,1232,0,7:14,434,8:18,498,10:31,631,81,2,37
E09000008,Croydon,E05000161,Selhurst,19200,8447,1762,68,6,5,13,3850,2010,154,252,533,965,1996,2,5:53,353,6:28,388,7:06,426,206,14,38
E09000008,Croydon,E05000162,Selsdon and Ballards,11850,1852,2749,20,2,2,5,1800,447,14,59,533,310,1142,1,6:54,414,7:35,455,7:17,437,61,3,38
E09000008,Croydon,E05000163,Shirley,14400,5133,2816,61,0,2,5,2600,744,56,98,808,475,1426,2,7:06,426,9:38,578,,0,92,3,11
E09000008,Croydon,E05000164,South Norwood,17600,7401,1841,74,10,15,16,2950,1426,97,341,692,665,1872,5,6:07,367,7:05,425,7:43,463,112,31,33
E09000008,Croydon,E05000165,Thornton Heath,17300,10291,1635,76,3,2,15,3850,1432,128,242,577,725,1780,2,5:50,350,6:40,400,7:55,475,151,10,62
E09000008,Croydon,E05000166,Upper Norwood,16750,6385,2091,67,4,8,7,3050,1193,78,173,540,655,1759,3,4:56,296,6:38,398,8:29,509,134,26,47
E09000008,Croydon,E05000167,Waddon,18300,5017,2078,67,9,10,14,3400,1478,85,205,730,865,1909,4,4:35,275,5:47,347,7:58,478,198,27,82
E09000008,Croydon,E05000168,West Thornton,18950,9614,1815,90,3,3,15,4100,1731,196,235,463,760,1912,6,4:36,276,5:00,300,7:29,449,202,15,63
E09000008,Croydon,E05000169,Woodside,17000,7847,1447,54,0,4,4,3400,1164,107,299,528,745,1849,2,5:24,324,8:07,487,8:28,508,107,8,37
E09000009,Ealing,E05000170,Acton Central,15650,8819,1658,70,4,4,7,2850,1345,163,150,558,595,1926,2,4:46,286,7:01,421,11:35,695,123,28,69
E09000009,Ealing,E05000171,Cleveland,14750,6619,2253,80,3,4,6,2850,797,119,129,630,475,1504,0,5:58,358,8:48,528,9:41,581,123,14,31
